Dataset,nTrees,Rep,K,BaggingAccuracy,BaggingPrecision,BaggingRecall,BaggingF1,SAAccuracy,SAPrecision,SARecall,SAF1
wine,50,2,2,0.8888888888888888,0.9259259259259258,0.8888888888888888,0.8938271604938272,0.9444444444444444,0.9555555555555555,0.9444444444444444,0.9460688758934374
wine,50,2,3,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682,1.0,1.0,1.0,1.0
wine,50,2,4,0.9428571428571428,0.9460317460317461,0.9428571428571428,0.9432048681541584,0.9428571428571428,0.9478174603174604,0.9428571428571428,0.9415609058872816
wine,50,2,5,1.0,1.0,1.0,1.0,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767
wine,50,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wine,50,3,2,0.9444444444444444,0.9555555555555555,0.9444444444444444,0.9460688758934374,0.9722222222222222,0.9753086419753088,0.9722222222222222,0.9726830903301491
wine,50,3,3,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682,0.9722222222222222,0.9742063492063492,0.9722222222222222,0.9722885968405682
wine,50,3,4,0.9428571428571428,0.9460317460317461,0.9428571428571428,0.9432048681541584,0.9428571428571428,0.9542857142857143,0.9428571428571428,0.9434343434343434
wine,50,3,5,1.0,1.0,1.0,1.0,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767
wine,50,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wine,50,4,2,0.8611111111111112,0.9145299145299144,0.8611111111111112,0.8677248677248677,0.9722222222222222,0.9753086419753088,0.9722222222222222,0.9726830903301491
wine,50,4,3,1.0,1.0,1.0,1.0,0.9166666666666666,0.9241071428571428,0.9166666666666666,0.9172839506172838
wine,50,4,4,0.9428571428571428,0.9460317460317461,0.9428571428571428,0.9432048681541584,0.9142857142857143,0.9218559218559217,0.9142857142857143,0.9147995198079232
wine,50,4,5,1.0,1.0,1.0,1.0,0.9714285714285714,0.9740259740259741,0.9714285714285714,0.9716162326999767
